"Extraction","All blood and urine samples were prepared for Nuclear Magnetic Resonance (NMR) spectroscopy using a liquid-liquid extraction technique.  All 72 blood samples were prepared simultaneously and all 72 urine samples were prepared simultaneously.  A 250 µl sample of each serum/urine sample was added to 250 µl ice-cold deuterated chloroform and 250 µl ice-cold deuterated methanol and mixed by vortexing before being left to sit on ice for 15 minutes.  Samples were then centrifuged (16,100 × g) at 4 ºC for 10 minutes to produce a biphasic mixture with a hydrophilic phase of water/deuterated methanol and lipophilic phase of deuterated chloroform. A 297 µl sample of the top hydrophilic layer was added to an equal volume of 200 mM sodium phosphate in deuterium oxide (pH 7) and 66 µl of deuterium oxide containing 5 mM DSS and 0.2% (w/v) sodium azide to make a total volume of 660 µl.  The sample was then mixed by vortex, centrifuged for 1 minute at 13,000 rpm and 550 µl of supernatant was transferred to a 7-inch 5-mm 507-grade NMR tube for NMR analysis. ","MTBLS161"
"NMR sample","7-inch 5-mm 507-grade NMR tube, 298K, pH 7, D2O","MTBLS161"
"NMR spectroscopy","All NMR spectra of blood sera and urine were collected at 25 ºC on an 800 MHz (18.8 T) Bruker Avance II US 2 spectrometer equipped with a 5 mm triple resonance cryoprobe. The 90º pulse width was calibrated and the receiver gain optimized.  Standard 1D 1H spectra were acquired using a 1D NOESY pulse sequence (RD-90º-t1-90º-tm-90º-acquire) with a Relaxation Delay (RD) of 1.2 seconds and a mixing time (tm) of 0.1 seconds.  Water suppression was achieved by presaturation of the water signal during relaxation delay and mixing time. Each spectrum was collected over 32K of data points and 128 scans with a spectral width of 10.014 ppm.  Before Fourier transformation, the free induction decay was zero-filled and multiplied by a 0.3 Hz exponential line broadening.  Using the Chenomx 6.0 NMR Suite Professional software package; spectra were manually phased, baseline corrected and referenced to DSS with a chemical shift of 0 ppm.","MTBLS161"
"NMR assay","1D proton NMR experiments","MTBLS161"
"Data transformation","Concentrations were prepared as absolute concentration data (µM) and as relative abundance data (%) by dividing each metabolite concentration by the total concentration of identified metabolites quantified in each sample. Prior to statistical analysis all data were assessed for normality. Those metabolites not found to be normally distributed were either log converted in the absolute concentration data set or arcsine converted for the relative abundance data set.  Bootstrapping was employed to test the stability of the significant results from the t-tests and Pearson correlations. ","MTBLS161"
"Metabolite identification","The compound libraries in the Chenomx software were used to identify and quantitate metabolites in the NMR 1D 1H spectra based on their characteristic chemical shifts using 0.5 mM DSS as an internal chemical shift reference.  Metabolite identities were confirmed using 2D TOCSY experiments with TOPSPIN 1.3 software. Twenty-nine metabolites per blood serum sample and thirty metabolites per urine sample were identified.  ","MTBLS161"
"Sample collection","Fasting blood samples were obtained from patients with severe insulin resistance caused by either loss-of-function mutations in the insulin receptor gene (INSR) or congenital generalised or partial lipodystrophy.","MTBLS162"
"Extraction","Human and mouse plasma samples (15μl) were extracted using an automated Flexus sample preparation unit to minimize experimental variation.","MTBLS162"
"Chromatography","None.","MTBLS162"
"Mass spectrometry","Lipidomics was performed on the extract using chip-based nanoelectrospray with an Advion TriVersa Nanomate interfaced to the Thermo Exactive Orbitrap (Thermo Scientific), using a mass acquisition window from 200 to 2000 m/z and acquisition in positive and negative mode.","MTBLS162"
"Data transformation","Acquired spectral raw data were processed using an in-house bioinformatics platform. This performed sample specific mass re-calibration using predefined sets of internal standards and the removal of commonly present contaminant ions (often associated with plasticizers) with help of predefined rejection lists and mass defect filters.","MTBLS162"
"Metabolite identification","Automated compound annotation was carried out using both exact mass search in compound libraries as well as applying the referenced Kendrick mass defect approach. Features of interest were subsequently confirmed using fragmentation experiments on a Thermo Velos Orbitrap mass analyser.","MTBLS162"
"Sample collection","Samples of cubital venous blood were collected from five anonymous volunteers after overnight fasting, into 9 mL S-Monovettes (Nümbrecht, Germany) containing Na EDTA (1.6 mg mL−1), and centrifuged for 1 h at 3000g and 4 °C. Plasma was aliquoted into 1 mL vials, snap frozen in liquid nitrogen, and stored at -80 °C until analyzed.","MTBLS163"
"Extraction","Endocannabinoids were extracted from the whole blood plasma and from lipoprotein (LPP) fractions in parallel at 4 ºC in a cold room. To 500 µL combined human plasma collected from five individuals, 50 µL of the internal standards mixture, 12.5 µL of 25 µmol L-1 fatty acid amide hydrolase (FAAH) inhibitor PF3845 (Cayman Chemical Company), and 750 µL ethyl acetate–n-hexane (9:1 (v/v)) containing 0.1 % formic acid were added. The internal-standard mixture comprised d4-N-acylethanolamine 16:0 at a concentration of 60 nmol L-1; d4-N-acylethanolamine 18:2 (191.5 nmol L-1); d8-N-acylethanolamine 20:4 (146.1 nmol L-1); d8-Nacylglycine 20:4 (400 nmol L-1); d8-2-acylglycerol 20:4 (360.2 nmol L-1 ) ; and d5-1-acylglycerol 20:4 (400 nmol L-1). After 30 s vortexing followed by 10 min centrifugation at 14,000g and 4 ºC, samples were incubated on dry ice for 10 min and, from each extract, the upper (organic) phase was collected and, in parallel, dried in a vacuum centrifuge for 25 min at the set temperature of 37 ºC. The dried extracts were reconstituted in 85 µL water–acetonitrile–iso-propanol–formic acid (6:3.6:0.4:0.1, (v/v)) mixture, centrifuged for 5 min at 14,000g, transferred into new 1.5 mL Eppendorf tubes, centrifuged for 5 min at 14,000g, and then 85 µL of the solution was transferred into a 300 µL glass vial for LC–MS/MS analysis.","MTBLS163"
"Chromatography","A C4 2 μL trap column (Optimize Technologies, Oregon City OR) in-line with a 0.5 mm × 150 mm C18 Zorbax analytical column (5 μm particles) (Agilent) with a flow of 20 μL min−1 and injection volume of 40 μL was used. The elution gradient was composed from solvent A: 0.1 % formic acid in water; solvent B: acetonitrile–isopropanol–formic acid (9:1:0.1 (v/v)). The gradient profile was: 0 min, 40 % B; 0–5 min, 40 % B; 5–7 min, 40–66.4 % B; 7–13 min, 66.4–73 % B; 13–15 min, 73–95 % B; 15–19 min, 95 % B; 19–20 min, 95–40 % B; 20–24 min; 40 % B (isocratic).","MTBLS163"
"Mass spectrometry","LC–MS/MS quantification of endogenous endocannabinoids was performed on an Agilent LC 1100 system (Amstelveen, The Netherlands) interfaced on-line to a triple-quadrupole mass spectrometer TSQ Vantage (Thermo Fisher Scientific, San Jose CA). Endocannabinoids were detected by MRM as [M+H]+ ions; S-lens voltages and collision energies were optimized individually for each standard compound in direct infusion mode. The transfer capillary temperature was 275 °C and the ion isolation width was 0.7 amu.","MTBLS163"
"Data transformation","","MTBLS163"
"Metabolite identification","","MTBLS163"
"Sample collection","Milk samples were collected from three captive giant pandas, “Li Li” (abbreviated as LL) aged 20 years, “Yuan Yuan” (YY) aged 9 years and “Xiao Ya Tou” (XYT) aged 6 years in the Chengdu Research Base of Giant Panda Breeding. In the total of 55 milk samples 17 were collected from “Li Li”, 21 from “Yuan Yuan” and 17 from “Xiao Ya Tou” respectively. The collection dates and postpartum days with the information of individual panda mothers are detailed in Supplementary Material Table 1 (SM-T1). The samples were frozen within 2 hours of collection and kept at -80 ˚C until analysis. Infant formula (Enfamil) was purchased from Mead Johnson Company, LIC (No.2011503, Indiana USA). Dog milk replacer (Esbilac formula) was obtained from PetAg, New Hampshire, IL (No.IL-BLD-OO4, Illinois USA) and Panda milk replacer (research use only) was obtained from Morinyu Sunworld Co., Ltd (No. 141-0031, Tokyo Japan).","MTBLS165"
"Extraction","The panda milk samples were thawed at room temperature and 50 µl of each was added into 200 µl of methanol/acetonitrile 1:1 (v/v), the solution was mixed and placed in an ultra-sonic bath for 20 seconds. The emulsion was centrifuged for 10 minutes  at 15,000 rpm at 4 ˚C. The supernatant was transferred into a HPLC vial for LC-MS analysis. The preparation of three powdered milk samples was carried out according to their instructions and the extraction procedure was the same as above.","MTBLS165"
"Chromatography","The analysis of the milk samples was carried out on an Accela 600 HPLC system combined with an Exactive (Orbitrap) mass spectrometer (Thermo Fisher Scientific, UK). 10 µl of each sample solution was injected onto a ZIC-pHILIC column (150×4.6 mm, 5 µm) obtained from HiChrom (Reading UK) with mobile phase A: 20 mM ammonium carbonate in HPLC grade water (pH9.2) and B: HPLC grade acetonitrile. The LC and the MS conditions were same as used in our previous studies [1][2]. The samples were put into a random sequence for LC-MS analysis and the QC sample (YY-19day) was injected at the beginning, the middle and the end of the experiment respectively to monitor the stability of the instrumentation. The elution gradient was performed by decreasing the percentage of acetonitrile from 80% to 20% in 30 minutes followed by washing the column at 5% of acetonitrile for 5 minutes and finally re-equilibrating the column at 80% of B for 10 minutes. Flow rate was 0.3 ml/min.</p>Ref: </br>[1] Zhang T, Creek DJ, Barrett MP, Blackburn G, Watson DG (2012) Evaluation of coupling reversed phase, aqueous normal phase, and hydrophilic interaction liquid chromatography with Orbitrap mass spectrometry for metabolomic studies of human urine. Anal Chem 84: 1994-2001.[2] Zhang T, Watson DG, Wang L, Abbas M, Murdoch L, et al. (2013) Application of Holistic Liquid Chromatography-High Resolution Mass Spectrometry Based Urinary Metabolomics for Prostate Cancer Detection and Biomarker Discovery. PLoS One 8: e65880.","MTBLS165"
"Mass spectrometry","The ESI interface was operated in a positive/negative polarity switching mode. The spray voltage was 4.5 kV for positive mode and 4.0 kV for negative mode. The temperature of the ion transfer capillary was 275 °C and sheath and auxiliary gas was 50 and 17 arbitrary units respectively. The full scan range was 75 to 1200 m/z for both positive and negative modes with settings of AGC target and resolution as Balanced and High (1e6 and 50,000) respectively. The data was recorded using Xcalibur 2.1.0 software package (Thermo Fisher Scientific). Mass calibration was performed for both ESI polarities before the analysis using the standard Thermo Calmix solution with addition of some additional compounds to cover the low mass range and the signals of 83.0604 m/z (2xACN+H) and 91.0037 m/z (2 x formate-H) were selected as lock masses for positive and negative mode respectively during each analytical run. For HCD-on experiments the collision energy was 25 eV for both ESI positive and negative modes.","MTBLS165"
"Data transformation","The raw data was converted into mzML format by using ProteoWizard. MZMine 2.10 was used for peak extraction and alignment and the detailed procedure and the parameter settings were described in our previous study [1]. The outcome was imported into an in-house macro (written in Microsoft Excel 2010) for removing the system background signals (the maximum intensity of a signal in the samples must be 20 times higher than in the blank otherwise it will be removed) and the remaining data was exported for multivariate analysis.</p>Ref: </br>[1] Zhang T, Watson DG, Wang L, Abbas M, Murdoch L, et al. (2013) Application of Holistic Liquid Chromatography-High Resolution Mass Spectrometry Based Urinary Metabolomics for Prostate Cancer Detection and Biomarker Discovery. PLoS One 8: e65880.","MTBLS165"
"Metabolite identification","Putative identification was also conducted in the macro by searching the accurate mass against our in-house database [1][2]. MS2 and MS3 fragmentation of the key components discovered in the multivariate analysis was carried out by using Collision Induced Dissociation (CID) at 35 V using a Surveyor HPLC system combined with a LTQ-Orbitrap mass spectrometer from Thermo Fisher Scientific UK. The  MS/MS spectra obtained were compared with the published data or interpreted for further identification (SM-T2).</p>SIMCA-P version 13.0 (Umetrics, Sweden) was used for multivariate analysis including PCA, HCA, OPLS-DA and OPLS. The data was centred and unit variance (UV) scaled for PCA and HCA but Pareto (Par) scaled for OPLS-DA and OPLS in order to generate an S-plot for visualisation of the components with significant influence in the dataset. The rate of increase in the weight of the giant panda baby was used as the single Y-variable in OPLS. It was calculated as the percentage increase in body weight in relation to the whole body weight on the previous day (SM-T3).</p>Ref: </br>[1] Zhang T, Creek DJ, Barrett MP, Blackburn G, Watson DG (2012) Evaluation of coupling reversed phase, aqueous normal phase, and hydrophilic interaction liquid chromatography with Orbitrap mass spectrometry for metabolomic studies of human urine. Anal Chem 84: 1994-2001.[2] Zhang T, Watson DG, Wang L, Abbas M, Murdoch L, et al. (2013) Application of Holistic Liquid Chromatography-High Resolution Mass Spectrometry Based Urinary Metabolomics for Prostate Cancer Detection and Biomarker Discovery. PLoS One 8: e65880.","MTBLS165"
"Extraction","","MTBLS166"
"NMR sample","Two hundred microliters (200μL) of phosphate buffer (PH=7.4) was mixed with 400μL urine to minimize variation in urine PH, and the mixture was allowed to centrifuge at 12000rpm for 5min. Then 50μL TSP-d4/D2O (29.02mM) solution was added to the supernatant. The TSP acted as a chemical shift reference (δ0.0) and the D2O provided a lock signal","MTBLS166"
"NMR spectroscopy","NMR spectra of these samples were recorded on a BRUKER AVANCEⅢ600 spectrometer at 298 K","MTBLS166"
"NMR assay","All 1D 1H NMR spectra were obtained using a 1D NOESY pulse sequence with the spectral width of 20ppm. The water resonance was preferentially presaturated during relaxation delay and mixing time and additional spoil gradients. For each spectrum, a relaxation delay of 4 s, an acquisition time of 2.66 s, and a mixing time of 0.01 s was performed to collect 128 transient scans into 64K data points.","MTBLS166"
"Data transformation","All 1H NMR spectra were baseline and phased corrected using TopSpin3.0 (Bruker Biospin, Germany), then data were integrated between 0.2 and 10.0 ppm over a series of 0.04 ppm integral regions using AMIX (version 3.9.11). The δ6.1−4.7 region was excluded prior to statistical analysis due to the residue of water resonance. To account for dilution or bulk mass variations between urine samples, the integral regions was normalized to the total spectra area. Data sets were then imported into SIMCA package (Version 11, Umetrics, Sweden) to conduct a multivariate analysis","MTBLS166"
"Metabolite identification","The metabolite resonances were identified according to information from HMDB (Human Metabolome Database) and MMCD (Madison Metabolomics Consortium Database). The biological pathway analysis was conducted based on Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway database.","MTBLS166"
"Chromatography","","MTBLS166"
"Mass spectrometry","","MTBLS166"
"Sample collection"," Mice were administrated by oral gavage for consecutive 28 days with 10mg/kg and 50mg/kg body weight in dosed groups. The control group was treated with an equivalent volume of corn oil. Individual urine sample of 24 hours following the final dose of 28 days were collected by metabolic cage. Then the supernatant liquor was separated by centrifuge at 12000rpm for 5min and urine samples were stored at -20℃ for further NMR and LC-MS/MS analysis.","MTBLS166"
"Sample collection","Pre-cultures of the S. cerevisiae strains were prepared in drop-in media (synthetic minimal media supplemented only with the nutrients to complement auxotrophic requirements) and cultured for 12-20 h in a 96-well plate (30°C, 250 rpm). Main-cultures were inoculated in fresh synthetic completed media and cultivation, sample collection, quenching and metabolite extraction were performed according  to(Ewald et. al., 2009 PMID: 19320491 ). Specifically, the yeast strains were cultured in 96-well fritted plates (1 strain per two wells) (Nunc, USA) with a 4mm glass bead in each well for mixing. For quenching a 48-well plate containing 3.6 mL -40°C quenching solution  (60% methanol, 10 mM NH4-acetate) per well was prepared and put into a vacuum manifold. Mid-exponential cultures were put on top of the 48-well plate and sucked into the quenching solution. The quenched cultures were centrifuged for 5 min at 4000 rpm -9°C and the supernatant was discarded. Subsequently, the plate with the cell pellets was transferred into a -50°C ethanol bath with dry ice. ","MTBLS168"
"Extraction","The extraction protocol was adopted from Ewald et al., 2009 PMID: 19320491. Specifically, the cell pellets were resuspended in 1mL precooled extraction solution (75% ethanol, 10 mM NH4-acetate) and 50 µL 13C-yeast internal standard was added. To complete extraction, the plate was transferred into a 80°C water bath for 3 min with vortexing steps every 30-45 seconds. The extracts were stored at -80°C until they were dried over night with a vacuum centrifuge (Christ-RVC 2-33 CD plus, Kuehner AG, Switzerland).","MTBLS168"
"Chromatography","LC-MS measurements were performed as described in Buescher et al., 2009 PMID: 20433152. Specifically, the dried extracts were dissolved in 50-100 uL ddH2O and 15 uL were injected for LC-MS analysis. The metabolites were separated with a Waters Acquity T3 end-capped reversed phase column (150mm x 2.1mm x 1.8 µm) on a Waters Acquity UPLC (Waters, Milford, MA, USA) system.","MTBLS168"
"Mass spectrometry","The mass spectrometry was performed as described in Buescher et al., 2009 PMID: 20433152. Specifically, for the detection of the metabolites we used a Thermo TSQ Quantum Ultra triple quadrupole mass spectrometer (Thermo Fisher Scientific, Waltham, MA, USA) with a heated electrospray ionization source in negative mode with single reaction monitoring. Peak integration was done with an in-house software (B. Begemann & N. Zamboni, unpublished). The metabolite peak areas were further normalized to the internal 13C internal standard and to biomass (OD600).","MTBLS168"
"Data transformation","N/A","MTBLS168"
"Metabolite identification","N/A","MTBLS168"
"Sample collection","Pre-cultures of the S. cerevisiae strains were prepared in drop-in media (synthetic minimal media supplemented only with the nutrients to complement auxotrophic requirements) and cultured for 12-20 h in a 96-well plate (30°C, 250 rpm). Main-cultures were inoculated in fresh synthetic completed media and cultivation, sample collection, quenching and metabolite extraction were performed according  to(Ewald et. al., 2009 PMID: 19320491 ). Specifically, the yeast strains were cultured in 96-well fritted plates (1 strain per two wells) (Nunc, USA) with a 4mm glass bead in each well for mixing. For quenching a 48-well plate containing 3.6 mL -40°C quenching solution  (60% methanol, 10 mM NH4-acetate) per well was prepared and put into a vacuum manifold. Mid-exponential cultures were put on top of the 48-well plate and sucked into the quenching solution. The quenched cultures were centrifuged for 5 min at 4000 rpm -9°C and the supernatant was discarded. Subsequently, the plate with the cell pellets was transferred into a -50°C ethanol bath with dry ice. ","MTBLS168"
"Extraction","The extraction protocol was adopted from Ewald et al., 2009 PMID: 19320491. Specifically, the cell pellets were resuspended in 1mL precooled extraction solution (75% ethanol, 10 mM NH4-acetate) and 50 µL 13C-yeast internal standard was added. To complete extraction, the plate was transferred into a 80°C water bath for 3 min with vortexing steps every 30-45 seconds. The extracts were stored at -80°C until they were dried over night with a vacuum centrifuge (Christ-RVC 2-33 CD plus, Kuehner AG, Switzerland).","MTBLS168"
"Chromatography","LC-MS measurements were performed as described in Buescher et al., 2009 PMID: 20433152. Specifically, the dried extracts were dissolved in 50-100 uL ddH2O and 15 uL were injected for LC-MS analysis. The metabolites were separated with a Waters Acquity T3 end-capped reversed phase column (150mm x 2.1mm x 1.8 µm) on a Waters Acquity UPLC (Waters, Milford, MA, USA) system.","MTBLS168"
"Mass spectrometry","The mass spectrometry was performed as described in Buescher et al., 2009 PMID: 20433152. Specifically, for the detection of the metabolites we used a Thermo TSQ Quantum Ultra triple quadrupole mass spectrometer (Thermo Fisher Scientific, Waltham, MA, USA) with a heated electrospray ionization source in negative mode with single reaction monitoring. Peak integration was done with an in-house software (B. Begemann & N. Zamboni, unpublished). The metabolite peak areas were further normalized to the internal 13C internal standard and to biomass (OD600).","MTBLS168"
"Data transformation","N/A","MTBLS168"
"Metabolite identification","N/A","MTBLS168"
"Sample collection","Leaves were harvested and processed with a cryogrinding robot: Fill ~50% volume of the scintillation vials with frozen leaf material (leaves can be broken to fit in). Add 3 steel balls, diameter 5 mm. Use robot sample program Arabidopsis leaf. Weights: 100 mg weight, 2 mg tolerance.","MTBLS169"
"Extraction","To the frozen leaf material 200 µl methanol/water, 80/20 (v/v) pre-cooled at –40 °C and spiked with biochanin A (5 µM, Sigma) as internal standard, the samples were immediately vortexed for 15 s. Probes were placed in ice to slowly warm up to ~0 °C. Then the probes were vortexed, sonicated for 15 min at 20 °C and centrifuged for 10 min at 19000 /g. The supernatants were transferred to new 2 ml tubes and the remaining pellets subjected to a second extraction using 200 µl methanol/water, 80/20 (v/v). The combined extracts were evaporated to dryness in a vacuum centrifuge at 30 °C, reconstituted in 200 µl methanol/water, 30/70 (v/v), vortexed and centrifuged for 10 min at 19000 /g. The supernatants were transferred to glass vial for measurement.","MTBLS169"
"Chromatography","Chromatographic separations were performed on an Acquity UPLC system (Waters) equipped with a HSS T3 column (100 x 1.0 mm, particle size 1.8 µm, Waters, oven temperature 40 °C) applying the following binary gradient at a flow rate of 150 µl/min: 0-1 min, isocratic 95% A (water/formic acid, 99.9/0.1 (v/v)), 5% B (acetonitrile/formic acid, 99.9/0.1 (v/v)); 1-16 min, linear from 5 to 45% B; 16-18 min, isocratic 95% B; 18-20 min, isocratic 5% B. The injection volume was 3.0 µl (full loop injection).","MTBLS169"
"Mass spectrometry","Eluting compounds were detected from m/z 100-1000 using a micrOTOF-Q hybrid quadrupole time-of-flight mass spectrometer (Bruker Daltonics) equipped with an Apollo II electrospray ion source in positive and negative ion mode using following instrument settings: nebulizer gas, nitrogen, 1.6 bar; dry gas, nitrogen, 6 l/min, 190 °C; capillary, –4500 V; end plate offset, -500 V; funnel 1 RF, 200 V; funnel 2 RF, 200 V; in-source CID energy, 0 V; hexapole RF, 100 V; quadrupole ion energy, 5 eV; collision gas, nitrogen; collision energy, 7 eV; collision RF 150/350 V (timing 50/50); transfer time, 70 µs; pre pulse storage, 5 µs; pulser frequency, 10 kHz; spectra rate, 3 Hz. Mass spectra were acquired in centroid mode. Mass calibration of individual raw data files was performed on lithium formate cluster ions obtained by automatic infusion of 20 µl 10 mM lithium hydroxide in isopropanol/water/formic acid, 49.9/49.9/0.2 (v/v/v) at a gradient time of 18 min using a diverter valve.","MTBLS169"
"Data transformation","Raw data files were converted to mzData format using the vendor-specific CompassXport (http://www.bdal.de/)with useRecalibratedSpectra=TRUE  and processed using the XCMS package (http://bioconductor.org/packages/release/bioc/html/xcms.html). XCMS settings for processing LC/MS data were prefilter=3,100; snthr=6; ppm=30, peakwidth=5,12. For alignment group.density function with parameters mzwid=0.015, minfrac=1 and bw=3 was used.","MTBLS169"
"Metabolite identification","None.","MTBLS169"
"Growth conditions","Perceval growth chamber, short day conditions - light: 9:00-17:00, temperature day/night  23/23 °C.","MTBLS169"
"Sample collection","The participants in this study comprised adult patients, who were prospectively recruited from the hepatology clinics at Georgetown University Hospital (GUH), Washington, DC. All patients provided informed consent and the study was approved by the Institutional Review Board at Georgetown University. All patients were diagnosed to have liver cirrhosis on the basis of established clinical, laboratory and/or imaging criteria. Cases were diagnosed to have HCC based on well-established diagnostic imaging criteria and/or histology. Controls were required to be HCC free for at least 6 months from the time of study entry. Human blood was drawn from adult patients and collected by venepuncture into 10 ml BD Vacutainer sterile vacuum tubes without the presence of anticoagulant. The blood was immediately centrifuged at 1000 x g for 10 min at room temperature. The serum supernatant was carefully collected and centrifuged at 2500 x g for 10 min at room temperature. After aliquoting, serum was kept frozen at -80 °C until use. Primary tubes and serum aliquots were labeled using anonymous confidential code numbers with no personal identifiers. Identification codes were cross-referenced with clinical information in a pass code protected computer system.","MTBLS17"
"Extraction","Frozen human serum was thawed at room temperature and 25 µl serum was mixed with 1.5 ml 66% ACN containing two internal standards (debrisquinone 1 µg/ml for positive mode and nitrobenzoic acid 10 µg/ml for negative mode), vortexed and incubated for 10 min on ice. Mixture was then spun at 10,000  x g for 10 min at 4 °C. Supernatant organic solution was transferred, speed-vacuum dried at room temperature and reconstituted in 50 µl of mobile phase (2% ACN containing 0.1 % formic acid) ready for injection.","MTBLS17"
"Chromatography","From each sample, 5 μl was injected onto a reverse-phase 50 × 2.1 mm ACQUITY 1.7-μm C18 column (Waters Corp, Milford, MA) using an ACQUITY UPLC system (Waters) with a gradient mobile phase consisting of 2% ACN in water containing 0.1% formic acid (A) and 2% water in ACN containing 0.1% formic acid (B). Each sample was resolved for 10 min at a flow rate of 0.5 ml/min. The gradient consisted of 100% A for 0.5 min then a ramp of curve 6 to 60% B from 0.5 min to 4.0 min, then a ramp of curve 6 to 100% B from 4.0-8.0 min, a hold at 100% B until 9.0 min, then a ramp of curve 6 to 100% A from 9.0 min to 9.2 min, followed by a hold at 100% A until 10 min.","MTBLS17"
"Mass spectrometry","The column eluent was introduced directly into the mass spectrometer by electrospray.Mass spectrometric analysis was performed on a Q-TOF Premier (Waters) operating in both positive and negative mode. The capillary voltage was set to 3.2 kV and 3 kV, and the cone voltage of 30 V and 20 V, respectively. The desolvation gas flow was set to 800 l/h and the temperature was set to 350 °C. The cone gas flow was 25 l/h, and the source temperature was 120 °C. Accurate mass was maintained by introduction of LockSpray interface of sulfadimethoxine (311.0814 [M+H]+ or 309.0658 [M-H]-) at a concentration of 250 pg/μl in 50% aqueous ACN and a rate of 150 μl/min. UPLC-QTOF data were acquired in centroid mode from 50 to 850 mass-to-charge ratio (m/z) in MS scanning using the MassLynx software (Waters).","MTBLS17"
"Data transformation","The raw data were converted into Network Common Data Form (NetCDF) format using the MassLynx software (Waters). We used the XCMS package to preprocess each of the three UPLC-QTOF MS datasets separately. The first step in XCMS is to detect the peaks. The peak detection algorithm first cuts the UPLC-QTOF data into slices, a fraction of a mass unit wide, and then applies a model peak matched filter on those individual slices over the chromatographic time domain. After detecting peaks in individual samples, the peaks are matched across samples to allow calculation of retention time (RT) deviations and relative ion intensity comparison. This is accomplished using a grouping method that uses kernel density estimation to group peaks in the mass domain. The peak matching algorithm in XCMS takes into account the two-dimensional anisotropic nature of data. These groups are then used to identify and correct drifts in RT from run to run. Following data preprocessing, ion annotation is conducted to identify derivative ions such as isotopes, adducts, and in-source fragments. This helps group ions that originated from the same metabolite on the basis of their monoisotopic masses and elution profiles. We used the R-package CAMERA for ion annotation.","MTBLS17"
"Metabolite identification","For difference detection, in-house developed MATLAB (Natick, MA) and R scripts were used on the basis of parametric and non-parametric statistical tests (t-test and the Wilcoxon rank-sum test). In both statistical tests, we calculated the false discovery rate (FDR) to correct for multiple testing. To select ions with significant and consistent changes between HCC and cirrhotic patients in multiple experiments, we used an ion-annotation-assisted approach. This approach is designed to determine overlapping ions among multiple experiments by taking into consideration the presence of a large number of derivative ions such as isotopes, adducts, and fragments. This is accomplished by grouping ions into clusters, where each ion in a cluster is represented by its monoisotopic mass. This mass is then used to compare the ions across the three experiments. The common ions obtained based on monoisotopic masses using the ion annotation information are merged with those selected on the basis of their ion masses only. Putative identifications for the resulting ion list were obtained through mass-based search against four databases: the Human Metabolite DataBase (HMDB), Metlin, Madison Metabolomics Consortium Database (MMCD), and LIPID MAPS. Ingenuity Pathways Analysis (Ingenuity Systems, Redwood City, CA) and MetaboAnalyst (http://www.metaboanalyst.ca/) were used to perform enrichment analysis on a list of putative identifications of altered metabolites to identify a biological pathway that can be further investigated. Identities of some of the putative metabolite identifications were verified by comparing their MS/MS fragmentation patterns and RT with those of authentic standard compounds. Absolute quantitation of metabolite candidates was performed using isotope dilution technique by UPLC-SRM-MS analysis on the QTRAP 4000 and XEVO TQ instruments.","MTBLS17"
"Sample collection","Dried leaves of a single commercial brand of yerba mate tea (Taragui; Argentina; 100% leaves; I. paraguariensis) were purchased from a local international supermarket and finely ground to a particle size < 300 µm using a commercial food blender (Oster, Boca Raton, Fla., USA). Sterile deionized water was added to ground leaves at a ratio of 3.6 ml to 1 g ground tissue, was allowed to stand for 2 h at 4°C with occasional mixing to maximize extraction and was subsequently centrifuged at 5000 × g for 30 min. Aqueous extracts were then subjected to dialysis at 4°C against deionized water for 36 h using a 3500 MWCO SnakeSkin® pleated dialysis tubing (ThermoFisher Scientific, Rockford, Ill., USA). Dialyzed extracts were then centrifuged at 5000 × g for 30 min to remove large insoluble particles and frozen at -80°C.  Frozen extracts were lyophilized using Labconco FreeZone 12 L Freeze Dry System (Labconco, Kansas City, Missouri, USA) to concentrate them.  Lyophilized extracts were stored at room temperature in a sealed container until testing.  ","MTBLS170"
"Extraction","Lyophilized aqueous yerba mate extract was further extracted with 10%, 20%, 30%, 40%, 50%, 60%, 70%, 80%, and 90% solvent (methanol or acetonitrile) and centrifuged at 13,000 × g for 30 min to separate them into two fractions: the pellet (not soluble in solvent concentration) and the supernatant (soluble in solvent concentration).  Fractions were subsequently dried using a SpeedVac Concentrator (Savant Industries, Inc., Farmingdale, N.Y., USA).  Lyophilized solvent-extracts were weighed, resuspended in sterile water to a concentration of 40 mg/ml and stored at -20 °C until bio-assays or derivitization for GC-MS.","MTBLS170"
"Chromatography","Samples were filtered using 0.2 µm nylon membrane filters (13 mm Acrodisc; Pall Corporation, Ann Arbor, Mich., USA). Fifty microliters of each sample (or the whole sample if less than 50 μl) and 15 μl of 1 mg/ml liquid sorbitol solution were then dried under a stream of sterile flowing nitrogen. Dried samples were derivitized by adding 500 μl HPLC grade acetonitrile followed by 500 μl N-methyl-N-trimethylsilyltrifluoroacetamide (MSTFA) with 1% trimethylchlorosilane (TMCS) (Thermo Fisher Scientific) and incubating at 70 °C for 60 min. After 2 d, 1 μl of each sample was injected by an autosampler into a 5975C inert XL gas chromatograph-mass spectrometer (Agilent Technologies Inc., Santa Clara, Calif., USA), fitted with an Rtx-5MS with Integra-guard (5% diphenyl/95% dimethyl polysiloxane) capillary column 30 m by 250 μm by 0.25 μm of film thickness. ","MTBLS170"
